Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
3:11:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:11:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:12:00:00,3,0,11:PRTD 1,-183.27832
3:12:00:00,3,0,12:PRTD 2,-190.5725
3:12:00:00,3,0,13:Ambient Temperature,30.878082
3:12:00:00,3,0,14:LN2 Level,0
3:12:00:00,3,1,15:AC Detector Leakage Current,-209
3:12:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:12:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:13:00:00,3,0,11:PRTD 1,-183.2673
3:13:00:00,3,0,12:PRTD 2,-190.56155
3:13:00:00,3,0,13:Ambient Temperature,30.878082
3:13:00:00,3,0,14:LN2 Level,0
3:13:00:00,3,1,15:AC Detector Leakage Current,-209
3:13:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:13:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:14:00:00,3,0,11:PRTD 1,-183.2728
3:14:00:00,3,0,12:PRTD 2,-190.5725
3:14:00:00,3,0,13:Ambient Temperature,30.878082
3:14:00:00,3,0,14:LN2 Level,0
3:14:00:00,3,1,15:AC Detector Leakage Current,-209
3:14:00:00,3,1,73:DC Detector Leakage Current,57.324936
3:14:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:15:00:00,3,0,11:PRTD 1,-183.27832
3:15:00:00,3,0,12:PRTD 2,-190.5725
3:15:00:00,3,0,13:Ambient Temperature,30.878082
3:15:00:00,3,0,14:LN2 Level,0
3:15:00:00,3,1,15:AC Detector Leakage Current,-209
3:15:00:00,3,1,73:DC Detector Leakage Current,57.324936
3:15:00:00,3,1,16:Charge Loop DC Level,-1.6199999
3:16:00:00,3,0,11:PRTD 1,-183.27832
3:16:00:00,3,0,12:PRTD 2,-190.58344
3:16:00:00,3,0,13:Ambient Temperature,30.878082
3:16:00:00,3,0,14:LN2 Level,0
3:16:00:00,3,1,15:AC Detector Leakage Current,-209
3:16:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:16:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:17:00:00,3,0,11:PRTD 1,-183.27832
3:17:00:00,3,0,12:PRTD 2,-190.56703
3:17:00:00,3,0,13:Ambient Temperature,31.082184
3:17:00:00,3,0,14:LN2 Level,0
3:17:00:00,3,1,15:AC Detector Leakage Current,-209
3:17:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:17:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:18:00:00,3,0,11:PRTD 1,-183.2728
3:18:00:00,3,0,12:PRTD 2,-190.56155
3:18:00:00,3,0,13:Ambient Temperature,31.082184
3:18:00:00,3,0,14:LN2 Level,0
3:18:00:00,3,1,15:AC Detector Leakage Current,-209
3:18:00:00,3,1,73:DC Detector Leakage Current,44.586098
3:18:00:00,3,1,16:Charge Loop DC Level,-1.6399999
3:19:00:00,3,0,11:PRTD 1,-183.28381
3:19:00:00,3,0,12:PRTD 2,-190.56155
