Time Stamp,Record Type,Channel,Parameter Code,Parameter Value
1:20:00:00,3,1,15:AC Detector Leakage Current,-208
1:20:00:00,3,1,73:DC Detector Leakage Current,121.01914
1:20:00:00,3,1,16:Charge Loop DC Level,-1.52
1:21:00:00,3,0,11:PRTD 1,-182.52353
1:21:00:00,3,0,12:PRTD 2,-190.70377
1:21:00:00,3,0,13:Ambient Temperature,37.408722
1:21:00:00,3,0,14:LN2 Level,0
1:21:00:00,3,1,15:AC Detector Leakage Current,-208
1:21:00:00,3,1,73:DC Detector Leakage Current,121.01914
1:21:00:00,3,1,16:Charge Loop DC Level,-1.52
1:22:00:00,3,0,11:PRTD 1,-182.52353
1:22:00:00,3,0,12:PRTD 2,-190.69829
1:22:00:00,3,0,13:Ambient Temperature,37.20465
1:22:00:00,3,0,14:LN2 Level,0
1:22:00:00,3,1,15:AC Detector Leakage Current,-208
1:22:00:00,3,1,73:DC Detector Leakage Current,121.01914
1:22:00:00,3,1,16:Charge Loop DC Level,-1.52
1:23:00:00,3,0,11:PRTD 1,-182.52353
1:23:00:00,3,0,12:PRTD 2,-190.69283
1:23:00:00,3,0,13:Ambient Temperature,37.408722
1:23:00:00,3,0,14:LN2 Level,0
1:23:00:00,3,1,15:AC Detector Leakage Current,-207
1:23:00:00,3,1,73:DC Detector Leakage Current,121.01914
1:23:00:00,3,1,16:Charge Loop DC Level,-1.52
2:00:00:00,3,0,11:PRTD 1,-182.52353
2:00:00:00,3,0,12:PRTD 2,-190.70377
2:00:00:00,3,0,13:Ambient Temperature,37.20465
2:00:00:00,3,0,14:LN2 Level,0
2:00:00:00,3,1,15:AC Detector Leakage Current,-208
2:00:00:00,3,1,73:DC Detector Leakage Current,133.75798
2:00:00:00,3,1,16:Charge Loop DC Level,-1.5
2:01:00:00,3,0,11:PRTD 1,-182.49597
2:01:00:00,3,0,12:PRTD 2,-190.73111
2:01:00:00,3,0,13:Ambient Temperature,37.816895
2:01:00:00,3,0,14:LN2 Level,0
2:01:00:00,3,1,15:AC Detector Leakage Current,-209
2:01:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:01:00:00,3,1,16:Charge Loop DC Level,-1.52
2:02:00:00,3,0,11:PRTD 1,-182.47943
2:02:00:00,3,0,12:PRTD 2,-190.72017
2:02:00:00,3,0,13:Ambient Temperature,38.020966
2:02:00:00,3,0,14:LN2 Level,0
2:02:00:00,3,1,15:AC Detector Leakage Current,-208
2:02:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:02:00:00,3,1,16:Charge Loop DC Level,-1.52
2:03:00:00,3,0,11:PRTD 1,-182.45187
2:03:00:00,3,0,12:PRTD 2,-190.72563
2:03:00:00,3,0,13:Ambient Temperature,38.225037
2:03:00:00,3,0,14:LN2 Level,0
2:03:00:00,3,1,15:AC Detector Leakage Current,-208
2:03:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:03:00:00,3,1,16:Charge Loop DC Level,-1.52
2:04:00:00,3,0,11:PRTD 1,-182.44637
2:04:00:00,3,0,12:PRTD 2,-190.72563
2:04:00:00,3,0,13:Ambient Temperature,38.225037
2:04:00:00,3,0,14:LN2 Level,0
2:04:00:00,3,1,15:AC Detector Leakage Current,-208
2:04:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:04:00:00,3,1,16:Charge Loop DC Level,-1.52
2:05:00:00,3,0,11:PRTD 1,-182.44637
2:05:00:00,3,0,12:PRTD 2,-190.73111
2:05:00:00,3,0,13:Ambient Temperature,38.225037
2:05:00:00,3,0,14:LN2 Level,0
2:05:00:00,3,1,15:AC Detector Leakage Current,-208
2:05:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:05:00:00,3,1,16:Charge Loop DC Level,-1.52
2:06:00:00,3,0,11:PRTD 1,-182.44637
2:06:00:00,3,0,12:PRTD 2,-190.72017
2:06:00:00,3,0,13:Ambient Temperature,38.225037
2:06:00:00,3,0,14:LN2 Level,0
2:06:00:00,3,1,15:AC Detector Leakage Current,-208
2:06:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:06:00:00,3,1,16:Charge Loop DC Level,-1.52
2:07:00:00,3,0,11:PRTD 1,-182.45738
2:07:00:00,3,0,12:PRTD 2,-190.73111
2:07:00:00,3,0,13:Ambient Temperature,38.225037
2:07:00:00,3,0,14:LN2 Level,0
2:07:00:00,3,1,15:AC Detector Leakage Current,-208
2:07:00:00,3,1,73:DC Detector Leakage Current,121.01914
2:07:00:00,3,1,16:Charge Loop DC Level,-1.52
2:08:00:00,3,0,11:PRTD 1,-182.43533
2:08:00:00,3,0,12:PRTD 2,-190.73657
2:08:00:00,3,0,13:Ambient Temperature,38.225037
2:08:00:00,3,0,14:LN2 Level,0
2:08:00:00,3,1,15:AC Detector Leakage Current,-208
2:08:00:00,3,1,73:DC Detector Leakage Current,108.280304
2:08:00:00,3,1,16:Charge Loop DC Level,-1.54
2:09:00:00,3,0,11:PRTD 1,-182.43533
2:09:00:00,3,0,12:PRTD 2,-190.74203
2:09:00:00,3,0,13:Ambient Temperature,38.42914
2:09:00:00,3,0,14:LN2 Level,0
2:09:00:00,3,1,15:AC Detector Leakage Current,-208
2:09:00:00,3,1,73:DC Detector Leakage Current,-885.3502
2:09:00:00,3,1,16:Charge Loop DC Level,-3.1
2:09:00:54,1,1,73:DC Detector Leakage Current,-1025.4777
2:09:01:14,2,1,73:DC Detector Leakage Current,-999.99994
2:09:01:29,1,1,73:DC Detector Leakage Current,-1012.73883
2:10:00:00,3,0,11:PRTD 1,-182.44637
2:10:00:00,3,0,12:PRTD 2,-190.73111
