Time Stamp,Record Type,Channel,Parameter Code,Parameter Value,Unnamed: 5
42:01:00:00,3,0,11:PRTD 1,-167.27594,
42:01:00:00,3,0,12:PRTD 2,-197.51744,
42:01:00:00,3,0,13:Ambient Temperature,29.449524,
42:01:00:00,3,0,14:LN2 Level,0.0,
42:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:01:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:01:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:02:00:00,3,0,11:PRTD 1,-167.27034,
42:02:00:00,3,0,12:PRTD 2,-197.53374,
42:02:00:00,3,0,13:Ambient Temperature,29.449524,
42:02:00:00,3,0,14:LN2 Level,0.0,
42:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:02:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:02:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:03:00:00,3,0,11:PRTD 1,-167.27594,
42:03:00:00,3,0,12:PRTD 2,-197.52287,
42:03:00:00,3,0,13:Ambient Temperature,29.041351,
42:03:00:00,3,0,14:LN2 Level,0.0,
42:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:03:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:03:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:04:00:00,3,0,11:PRTD 1,-167.26476,
42:04:00:00,3,0,12:PRTD 2,-197.50656,
42:04:00:00,3,0,13:Ambient Temperature,29.245453,
42:04:00:00,3,0,14:LN2 Level,0.0,
42:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:04:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
42:04:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
42:05:00:00,3,0,11:PRTD 1,-167.25916,
42:05:00:00,3,0,12:PRTD 2,-197.5283,
42:05:00:00,3,0,13:Ambient Temperature,29.449524,
42:05:00:00,3,0,14:LN2 Level,0.0,
42:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:06:00:00,3,0,11:PRTD 1,-167.27594,
42:06:00:00,3,0,12:PRTD 2,-197.51744,
42:06:00:00,3,0,13:Ambient Temperature,29.041351,
42:06:00:00,3,0,14:LN2 Level,0.0,
42:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:06:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:06:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:07:00:00,3,0,11:PRTD 1,-167.26476,
42:07:00:00,3,0,12:PRTD 2,-197.52287,
42:07:00:00,3,0,13:Ambient Temperature,29.449524,
42:07:00:00,3,0,14:LN2 Level,0.0,
42:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:07:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
42:07:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
42:08:00:00,3,0,11:PRTD 1,-167.26476,
42:08:00:00,3,0,12:PRTD 2,-197.5283,
42:08:00:00,3,0,13:Ambient Temperature,29.449524,
42:08:00:00,3,0,14:LN2 Level,0.0,
42:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:08:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:08:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:09:00:00,3,0,11:PRTD 1,-167.27594,
42:09:00:00,3,0,12:PRTD 2,-197.51201,
42:09:00:00,3,0,13:Ambient Temperature,29.041351,
42:09:00:00,3,0,14:LN2 Level,0.0,
42:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:09:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:09:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:10:00:00,3,0,11:PRTD 1,-167.28152,
42:10:00:00,3,0,12:PRTD 2,-197.51744,
42:10:00:00,3,0,13:Ambient Temperature,28.83728,
42:10:00:00,3,0,14:LN2 Level,0.0,
42:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:10:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
42:10:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
42:11:00:00,3,0,11:PRTD 1,-167.26476,
42:11:00:00,3,0,12:PRTD 2,-197.51744,
42:11:00:00,3,0,13:Ambient Temperature,29.449524,
42:11:00:00,3,0,14:LN2 Level,0.0,
42:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:12:00:00,3,0,11:PRTD 1,-167.25916,
42:12:00:00,3,0,12:PRTD 2,-197.52287,
42:12:00:00,3,0,13:Ambient Temperature,29.245453,
42:12:00:00,3,0,14:LN2 Level,0.0,
42:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:13:00:00,3,0,11:PRTD 1,-167.28711,
42:13:00:00,3,0,12:PRTD 2,-197.51744,
42:13:00:00,3,0,13:Ambient Temperature,29.041351,
42:13:00:00,3,0,14:LN2 Level,0.0,
42:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:14:00:00,3,0,11:PRTD 1,-167.28152,
42:14:00:00,3,0,12:PRTD 2,-197.50656,
42:14:00:00,3,0,13:Ambient Temperature,28.83728,
42:14:00:00,3,0,14:LN2 Level,0.0,
42:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:14:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:15:00:00,3,0,11:PRTD 1,-167.26476,
42:15:00:00,3,0,12:PRTD 2,-197.51201,
42:15:00:00,3,0,13:Ambient Temperature,29.449524,
42:15:00:00,3,0,14:LN2 Level,0.0,
42:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:15:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:15:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:16:00:00,3,0,11:PRTD 1,-167.27034,
42:16:00:00,3,0,12:PRTD 2,-197.53374,
42:16:00:00,3,0,13:Ambient Temperature,29.245453,
42:16:00:00,3,0,14:LN2 Level,0.0,
42:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:16:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:16:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:17:00:00,3,0,11:PRTD 1,-167.28152,
42:17:00:00,3,0,12:PRTD 2,-197.5283,
42:17:00:00,3,0,13:Ambient Temperature,29.245453,
42:17:00:00,3,0,14:LN2 Level,0.0,
42:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:17:00:00,3,1,73:DC Detector Leakage Current,-37.037,
42:17:00:00,3,1,16:Charge Loop DC Level,-0.71999997,
42:18:00:00,3,0,11:PRTD 1,-167.28711,
42:18:00:00,3,0,12:PRTD 2,-197.5283,
42:18:00:00,3,0,13:Ambient Temperature,29.041351,
42:18:00:00,3,0,14:LN2 Level,0.0,
42:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:18:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
42:18:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
42:19:00:00,3,0,11:PRTD 1,-167.2927,
42:19:00:00,3,0,12:PRTD 2,-197.51744,
42:19:00:00,3,0,13:Ambient Temperature,28.83728,
42:19:00:00,3,0,14:LN2 Level,0.0,
42:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:20:00:00,3,0,11:PRTD 1,-167.2983,
42:20:00:00,3,0,12:PRTD 2,-197.51744,
42:20:00:00,3,0,13:Ambient Temperature,28.83728,
42:20:00:00,3,0,14:LN2 Level,0.0,
42:20:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:21:00:00,3,0,11:PRTD 1,-167.3039,
42:21:00:00,3,0,12:PRTD 2,-197.51744,
42:21:00:00,3,0,13:Ambient Temperature,28.83728,
42:21:00:00,3,0,14:LN2 Level,0.0,
42:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:21:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
42:21:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
42:22:00:00,3,0,11:PRTD 1,-167.2983,
42:22:00:00,3,0,12:PRTD 2,-197.51744,
42:22:00:00,3,0,13:Ambient Temperature,28.83728,
42:22:00:00,3,0,14:LN2 Level,0.0,
42:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
42:23:00:00,3,0,11:PRTD 1,-167.3039,
42:23:00:00,3,0,12:PRTD 2,-197.52287,
42:23:00:00,3,0,13:Ambient Temperature,28.633179,
42:23:00:00,3,0,14:LN2 Level,0.0,
42:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
42:23:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
42:23:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:00:00:00,3,0,11:PRTD 1,-167.32065,
43:00:00:00,3,0,12:PRTD 2,-197.51201,
43:00:00:00,3,0,13:Ambient Temperature,28.633179,
43:00:00:00,3,0,14:LN2 Level,0.0,
43:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:00:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:00:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:01:00:00,3,0,11:PRTD 1,-167.2983,
43:01:00:00,3,0,12:PRTD 2,-197.51744,
43:01:00:00,3,0,13:Ambient Temperature,29.245453,
43:01:00:00,3,0,14:LN2 Level,0.0,
43:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:01:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
43:01:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
43:02:00:00,3,0,11:PRTD 1,-167.27594,
43:02:00:00,3,0,12:PRTD 2,-197.5283,
43:02:00:00,3,0,13:Ambient Temperature,29.449524,
43:02:00:00,3,0,14:LN2 Level,0.0,
43:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:02:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:02:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:03:00:00,3,0,11:PRTD 1,-167.27034,
43:03:00:00,3,0,12:PRTD 2,-197.5283,
43:03:00:00,3,0,13:Ambient Temperature,29.245453,
43:03:00:00,3,0,14:LN2 Level,0.0,
43:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:03:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:03:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:04:00:00,3,0,11:PRTD 1,-167.28152,
43:04:00:00,3,0,12:PRTD 2,-197.53374,
43:04:00:00,3,0,13:Ambient Temperature,28.83728,
43:04:00:00,3,0,14:LN2 Level,0.0,
43:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:04:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:04:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:05:00:00,3,0,11:PRTD 1,-167.25916,
43:05:00:00,3,0,12:PRTD 2,-197.51744,
43:05:00:00,3,0,13:Ambient Temperature,29.449524,
43:05:00:00,3,0,14:LN2 Level,0.0,
43:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:06:00:00,3,0,11:PRTD 1,-167.25357,
43:06:00:00,3,0,12:PRTD 2,-197.53374,
43:06:00:00,3,0,13:Ambient Temperature,29.245453,
43:06:00:00,3,0,14:LN2 Level,0.0,
43:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:06:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:06:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:07:00:00,3,0,11:PRTD 1,-167.25357,
43:07:00:00,3,0,12:PRTD 2,-197.52287,
43:07:00:00,3,0,13:Ambient Temperature,29.041351,
43:07:00:00,3,0,14:LN2 Level,0.0,
43:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:07:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:07:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:08:00:00,3,0,11:PRTD 1,-167.2424,
43:08:00:00,3,0,12:PRTD 2,-197.51201,
43:08:00:00,3,0,13:Ambient Temperature,29.653595,
43:08:00:00,3,0,14:LN2 Level,0.0,
43:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:08:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:08:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:09:00:00,3,0,11:PRTD 1,-167.25357,
43:09:00:00,3,0,12:PRTD 2,-197.51744,
43:09:00:00,3,0,13:Ambient Temperature,29.245453,
43:09:00:00,3,0,14:LN2 Level,0.0,
43:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:09:00:00,3,1,73:DC Detector Leakage Current,-37.037,
43:09:00:00,3,1,16:Charge Loop DC Level,-0.71999997,
43:10:00:00,3,0,11:PRTD 1,-167.23122,
43:10:00:00,3,0,12:PRTD 2,-197.51744,
43:10:00:00,3,0,13:Ambient Temperature,29.653595,
43:10:00:00,3,0,14:LN2 Level,0.0,
43:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:10:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
43:10:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
43:11:00:00,3,0,11:PRTD 1,-167.24799,
43:11:00:00,3,0,12:PRTD 2,-197.5283,
43:11:00:00,3,0,13:Ambient Temperature,29.041351,
43:11:00:00,3,0,14:LN2 Level,0.0,
43:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:12:00:00,3,0,11:PRTD 1,-167.22562,
43:12:00:00,3,0,12:PRTD 2,-197.53374,
43:12:00:00,3,0,13:Ambient Temperature,29.653595,
43:12:00:00,3,0,14:LN2 Level,0.0,
43:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:12:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:12:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:13:00:00,3,0,11:PRTD 1,-167.22562,
43:13:00:00,3,0,12:PRTD 2,-197.52287,
43:13:00:00,3,0,13:Ambient Temperature,29.653595,
43:13:00:00,3,0,14:LN2 Level,0.0,
43:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:14:00:00,3,0,11:PRTD 1,-167.22562,
43:14:00:00,3,0,12:PRTD 2,-197.53917,
43:14:00:00,3,0,13:Ambient Temperature,29.245453,
43:14:00:00,3,0,14:LN2 Level,0.0,
43:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:14:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:15:00:00,3,0,11:PRTD 1,-167.21445,
43:15:00:00,3,0,12:PRTD 2,-197.5283,
43:15:00:00,3,0,13:Ambient Temperature,29.653595,
43:15:00:00,3,0,14:LN2 Level,0.0,
43:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:15:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:15:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:16:00:00,3,0,11:PRTD 1,-167.22562,
43:16:00:00,3,0,12:PRTD 2,-197.51201,
43:16:00:00,3,0,13:Ambient Temperature,29.449524,
43:16:00:00,3,0,14:LN2 Level,0.0,
43:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:16:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:16:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:17:00:00,3,0,11:PRTD 1,-167.2368,
43:17:00:00,3,0,12:PRTD 2,-197.53374,
43:17:00:00,3,0,13:Ambient Temperature,29.449524,
43:17:00:00,3,0,14:LN2 Level,0.0,
43:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:17:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:17:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:18:00:00,3,0,11:PRTD 1,-167.24799,
43:18:00:00,3,0,12:PRTD 2,-197.53374,
43:18:00:00,3,0,13:Ambient Temperature,29.245453,
43:18:00:00,3,0,14:LN2 Level,0.0,
43:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:18:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:18:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:19:00:00,3,0,11:PRTD 1,-167.20886,
43:19:00:00,3,0,12:PRTD 2,-197.53374,
43:19:00:00,3,0,13:Ambient Temperature,29.653595,
43:19:00:00,3,0,14:LN2 Level,0.0,
43:19:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:19:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:19:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:20:00:00,3,0,11:PRTD 1,-167.2368,
43:20:00:00,3,0,12:PRTD 2,-197.5283,
43:20:00:00,3,0,13:Ambient Temperature,29.449524,
43:20:00:00,3,0,14:LN2 Level,0.0,
43:20:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:20:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:20:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:21:00:00,3,0,11:PRTD 1,-167.22003,
43:21:00:00,3,0,12:PRTD 2,-197.53374,
43:21:00:00,3,0,13:Ambient Temperature,29.449524,
43:21:00:00,3,0,14:LN2 Level,0.0,
43:21:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:21:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
43:21:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
43:22:00:00,3,0,11:PRTD 1,-167.22562,
43:22:00:00,3,0,12:PRTD 2,-197.53917,
43:22:00:00,3,0,13:Ambient Temperature,29.653595,
43:22:00:00,3,0,14:LN2 Level,0.0,
43:22:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:22:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
43:22:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
43:23:00:00,3,0,11:PRTD 1,-167.23122,
43:23:00:00,3,0,12:PRTD 2,-197.53374,
43:23:00:00,3,0,13:Ambient Temperature,29.245453,
43:23:00:00,3,0,14:LN2 Level,0.0,
43:23:00:00,3,1,15:AC Detector Leakage Current,-247.0,
43:23:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
43:23:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
44:00:00:00,3,0,11:PRTD 1,-167.21445,
44:00:00:00,3,0,12:PRTD 2,-197.5446,
44:00:00:00,3,0,13:Ambient Temperature,29.449524,
44:00:00:00,3,0,14:LN2 Level,0.0,
44:00:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:00:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:00:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:01:00:00,3,0,11:PRTD 1,-167.19766,
44:01:00:00,3,0,12:PRTD 2,-197.5283,
44:01:00:00,3,0,13:Ambient Temperature,29.857697,
44:01:00:00,3,0,14:LN2 Level,0.0,
44:01:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:01:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
44:01:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
44:02:00:00,3,0,11:PRTD 1,-167.22562,
44:02:00:00,3,0,12:PRTD 2,-197.5283,
44:02:00:00,3,0,13:Ambient Temperature,29.449524,
44:02:00:00,3,0,14:LN2 Level,0.0,
44:02:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:02:00:00,3,1,73:DC Detector Leakage Current,-37.037,
44:02:00:00,3,1,16:Charge Loop DC Level,-0.71999997,
44:03:00:00,3,0,11:PRTD 1,-167.20886,
44:03:00:00,3,0,12:PRTD 2,-197.51744,
44:03:00:00,3,0,13:Ambient Temperature,29.449524,
44:03:00:00,3,0,14:LN2 Level,0.0,
44:03:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:03:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:03:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:04:00:00,3,0,11:PRTD 1,-167.19208,
44:04:00:00,3,0,12:PRTD 2,-197.53374,
44:04:00:00,3,0,13:Ambient Temperature,29.653595,
44:04:00:00,3,0,14:LN2 Level,0.0,
44:04:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:04:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:04:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:05:00:00,3,0,11:PRTD 1,-167.19766,
44:05:00:00,3,0,12:PRTD 2,-197.52287,
44:05:00:00,3,0,13:Ambient Temperature,29.653595,
44:05:00:00,3,0,14:LN2 Level,0.0,
44:05:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:05:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:05:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:06:00:00,3,0,11:PRTD 1,-167.20326,
44:06:00:00,3,0,12:PRTD 2,-197.52287,
44:06:00:00,3,0,13:Ambient Temperature,29.653595,
44:06:00:00,3,0,14:LN2 Level,0.0,
44:06:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:06:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:06:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:07:00:00,3,0,11:PRTD 1,-167.21445,
44:07:00:00,3,0,12:PRTD 2,-197.53374,
44:07:00:00,3,0,13:Ambient Temperature,29.449524,
44:07:00:00,3,0,14:LN2 Level,0.0,
44:07:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:07:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:07:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:08:00:00,3,0,11:PRTD 1,-167.20326,
44:08:00:00,3,0,12:PRTD 2,-197.5283,
44:08:00:00,3,0,13:Ambient Temperature,29.245453,
44:08:00:00,3,0,14:LN2 Level,0.0,
44:08:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:08:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:08:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:09:00:00,3,0,11:PRTD 1,-167.20326,
44:09:00:00,3,0,12:PRTD 2,-197.53917,
44:09:00:00,3,0,13:Ambient Temperature,29.449524,
44:09:00:00,3,0,14:LN2 Level,0.0,
44:09:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:09:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:09:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:10:00:00,3,0,11:PRTD 1,-167.18091,
44:10:00:00,3,0,12:PRTD 2,-197.5283,
44:10:00:00,3,0,13:Ambient Temperature,29.653595,
44:10:00:00,3,0,14:LN2 Level,0.0,
44:10:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:10:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:10:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:11:00:00,3,0,11:PRTD 1,-167.19208,
44:11:00:00,3,0,12:PRTD 2,-197.50656,
44:11:00:00,3,0,13:Ambient Temperature,29.653595,
44:11:00:00,3,0,14:LN2 Level,0.0,
44:11:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:11:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:11:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:12:00:00,3,0,11:PRTD 1,-167.19766,
44:12:00:00,3,0,12:PRTD 2,-197.51744,
44:12:00:00,3,0,13:Ambient Temperature,29.653595,
44:12:00:00,3,0,14:LN2 Level,0.0,
44:12:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:12:00:00,3,1,73:DC Detector Leakage Current,-24.691298,
44:12:00:00,3,1,16:Charge Loop DC Level,-0.6999999,
44:13:00:00,3,0,11:PRTD 1,-167.20886,
44:13:00:00,3,0,12:PRTD 2,-197.53374,
44:13:00:00,3,0,13:Ambient Temperature,29.449524,
44:13:00:00,3,0,14:LN2 Level,0.0,
44:13:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:13:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:13:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:14:00:00,3,0,11:PRTD 1,-167.19766,
44:14:00:00,3,0,12:PRTD 2,-197.5446,
44:14:00:00,3,0,13:Ambient Temperature,29.449524,
44:14:00:00,3,0,14:LN2 Level,0.0,
44:14:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:14:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:14:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:15:00:00,3,0,11:PRTD 1,-167.19208,
44:15:00:00,3,0,12:PRTD 2,-197.5446,
44:15:00:00,3,0,13:Ambient Temperature,29.653595,
44:15:00:00,3,0,14:LN2 Level,0.0,
44:15:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:15:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
44:15:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
44:16:00:00,3,0,11:PRTD 1,-167.18091,
44:16:00:00,3,0,12:PRTD 2,-197.5283,
44:16:00:00,3,0,13:Ambient Temperature,29.857697,
44:16:00:00,3,0,14:LN2 Level,0.0,
44:16:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:16:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
44:16:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
44:17:00:00,3,0,11:PRTD 1,-167.21445,
44:17:00:00,3,0,12:PRTD 2,-197.51201,
44:17:00:00,3,0,13:Ambient Temperature,29.653595,
44:17:00:00,3,0,14:LN2 Level,0.0,
44:17:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:17:00:00,3,1,73:DC Detector Leakage Current,-12.345631,
44:17:00:00,3,1,16:Charge Loop DC Level,-0.67999995,
44:18:00:00,3,0,11:PRTD 1,-167.22562,
44:18:00:00,3,0,12:PRTD 2,-197.53374,
44:18:00:00,3,0,13:Ambient Temperature,29.245453,
44:18:00:00,3,0,14:LN2 Level,0.0,
44:18:00:00,3,1,15:AC Detector Leakage Current,-247.0,
44:18:00:00,3,1,73:DC Detector Leakage Current,3.679299e-05,
44:18:00:00,3,1,16:Charge Loop DC Level,-0.65999997,
44:19:00:00,3,0,11:PRTD 1,-167.20326,
44:19:00:00,3,0,12:PRTD 2,-197.53917,
