Date	Time	Cooler power (W)	Coldtip T (°C)	Coldtip preset T (°C)	Coldhead warm end T (°C)	Compressor T (°C)	Controller T (°C)	Fault status	13725(X)
9/14/2023	20:51:49	53.92	-185	-185	29.2	28.7	31.3	No	errors
9/14/2023	21:01:54	53.92	-185	-185	29.2	28.7	31.3	No	errors
9/14/2023	21:11:59	53.98	-185	-185	29.3	28.7	31.4	No	errors
9/14/2023	21:22:04	54	-185	-185	29.4	28.8	31.5	No	errors
9/14/2023	21:32:09	54.11	-185	-185	29.5	28.8	31.5	No	errors
9/14/2023	21:42:14	54.32	-185	-185	29.6	28.9	31.6	No	errors
9/14/2023	21:52:19	54.33	-185	-185	29.6	29	31.6	No	errors
9/14/2023	22:02:24	54.2	-185.01	-185	29.5	28.9	31.6	No	errors
9/14/2023	22:12:29	54.3	-185	-185	29.6	29	31.6	No	errors
9/14/2023	22:22:34	54.31	-185	-185	29.6	29	31.7	No	errors
9/14/2023	22:32:39	54.17	-185.01	-185	29.6	29	31.7	No	errors
9/14/2023	22:42:44	54.28	-185.01	-185	29.6	29	31.6	No	errors
9/14/2023	22:52:49	54.38	-185	-185	29.6	29	31.7	No	errors
9/14/2023	23:02:54	54.5	-185	-185	29.9	29.2	32	No	errors
9/14/2023	23:12:59	55.05	-184.99	-185	30.4	29.6	32.5	No	errors
9/14/2023	23:23:04	55.31	-185	-185	31	30.1	33	No	errors
9/14/2023	23:33:09	55.77	-185	-185	31.4	30.6	33.4	No	errors
9/14/2023	23:43:14	56.02	-185.01	-185	31.7	30.9	33.7	No	errors
9/14/2023	23:53:19	56.51	-185	-185	32	31.3	33.9	No	errors
9/15/2023	00:03:24	56.85	-184.99	-185	32.2	31.5	34	No	errors
9/15/2023	00:13:29	56.83	-184.99	-185	32.4	31.7	34.2	No	errors
9/15/2023	00:23:34	57.02	-185	-185	32.5	31.9	34.3	No	errors
9/15/2023	00:33:39	57.3	-185	-185	32.7	32.1	34.4	No	errors
9/15/2023	00:43:44	57.51	-185	-185	32.8	32.3	34.5	No	errors
9/15/2023	00:53:49	57.59	-185.01	-185	33	32.5	34.5	No	errors
9/15/2023	01:03:54	57.91	-184.99	-185	33.1	32.6	34.6	No	errors
9/15/2023	01:13:59	57.84	-185	-185	33.1	32.6	34.7	No	errors
9/15/2023	01:24:04	57.69	-185.01	-185	33	32.6	34.6	No	errors
9/15/2023	01:34:09	57.78	-185	-185	32.8	32.5	34.4	No	errors
9/15/2023	01:44:14	57.6	-185.01	-185	32.7	32.4	34.2	No	errors
9/15/2023	01:54:19	57.69	-185	-185	32.6	32.3	34.1	No	errors
9/15/2023	02:04:24	57.77	-184.99	-185	32.6	32.2	34	No	errors
9/15/2023	02:14:29	57.38	-185.01	-185	32.5	32.2	34	No	errors
9/15/2023	02:24:34	57.47	-185.01	-185	32.5	32.1	34	No	errors
9/15/2023	02:34:39	57.61	-185	-185	32.5	32.1	33.9	No	errors
9/15/2023	02:44:44	57.4	-185.01	-185	32.5	32.1	33.9	No	errors
9/15/2023	02:54:49	57.57	-185	-185	32.5	32.1	34	No	errors
9/15/2023	03:04:54	57.36	-185.02	-185	32.5	32.1	34	No	errors
9/15/2023	03:15:00	57.49	-185	-185	32.4	32.1	33.9	No	errors
9/15/2023	03:25:05	57.45	-185	-185	32.4	32.1	33.9	No	errors
9/15/2023	03:35:10	57.55	-185.01	-185	32.4	32.1	33.9	No	errors
9/15/2023	03:45:15	57.57	-184.99	-185	32.4	32	33.9	No	errors
9/15/2023	03:55:20	57.47	-185	-185	32.4	32	33.9	No	errors
9/15/2023	04:05:25	57.52	-184.99	-185	32.3	32	33.8	No	errors
9/15/2023	04:15:30	57.43	-185.01	-185	32.4	32	33.8	No	errors
9/15/2023	04:25:35	57.49	-185	-185	32.4	32	33.8	No	errors
9/15/2023	04:35:40	57.42	-185.01	-185	32.4	32	33.8	No	errors
9/15/2023	04:45:45	57.34	-185	-185	32.3	32	33.8	No	errors
9/15/2023	04:55:50	57.55	-185	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:05:55	57.28	-185.01	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:16:00	57.17	-185.01	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:26:05	57.56	-184.99	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:36:10	57.41	-185.01	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:46:15	57.38	-185	-185	32.3	31.9	33.8	No	errors
9/15/2023	05:56:20	57.38	-185	-185	32.3	31.9	33.9	No	errors
9/15/2023	06:06:25	57.43	-185	-185	32.3	31.9	33.9	No	errors
9/15/2023	06:16:30	57.38	-185	-185	32.3	31.8	34	No	errors
9/15/2023	06:26:36	57.27	-185.01	-185	32.2	31.8	34	No	errors
9/15/2023	06:36:41	57.44	-185	-185	32.2	31.8	33.9	No	errors
9/15/2023	06:46:46	57.28	-185.01	-185	32.2	31.8	34	No	errors
9/15/2023	06:56:51	57.48	-184.99	-185	32.2	31.8	33.9	No	errors
9/15/2023	07:06:56	57.48	-185	-185	32.2	31.8	33.9	No	errors
9/15/2023	07:17:01	57.45	-184.99	-185	32.2	31.8	34	No	errors
9/15/2023	07:27:06	57.31	-185	-185	32.2	31.8	34	No	errors
9/15/2023	07:37:11	57.36	-185	-185	32.2	31.8	34	No	errors
9/15/2023	07:47:16	57.32	-185.01	-185	32.2	31.8	34	No	errors
9/15/2023	07:57:21	57.5	-184.99	-185	32.2	31.8	34	No	errors
9/15/2023	08:07:26	57.38	-185	-185	32.2	31.8	34	No	errors
9/15/2023	08:17:31	57.17	-185.01	-185	32.2	31.8	34	No	errors
9/15/2023	08:27:36	57.43	-185	-185	32.2	31.8	34	No	errors
9/15/2023	08:37:41	57.27	-185	-185	32.2	31.8	34	No	errors
9/15/2023	08:47:46	57.34	-185	-185	32.2	31.8	34	No	errors
9/15/2023	08:57:51	57.31	-185.01	-185	32.2	31.8	34	No	errors
9/15/2023	09:07:56	57.42	-185	-185	32.1	31.7	34	No	errors
9/15/2023	09:18:01	57.01	-185.01	-185	31.6	31.4	33.6	No	errors
9/15/2023	09:28:06	56.53	-185	-185	31.1	31	33.2	No	errors
9/15/2023	09:38:11	56	-185.01	-185	30.7	30.5	32.8	No	errors
9/15/2023	09:48:16	55.72	-185	-185	30.5	30.2	32.6	No	errors
9/15/2023	09:58:21	55.52	-185	-185	30.2	29.9	32.3	No	errors
9/15/2023	10:08:26	55.21	-185	-185	30.1	29.7	32.3	No	errors
9/15/2023	10:18:31	55.37	-185	-185	30.2	29.7	32.3	No	errors
9/15/2023	10:28:36	55.24	-185	-185	30.2	29.7	32.4	No	errors
9/15/2023	10:38:41	55.22	-185	-185	30.1	29.6	32.3	No	errors
9/15/2023	10:48:46	54.88	-185.01	-185	29.9	29.4	32.1	No	errors
9/15/2023	10:58:51	54.65	-185.01	-185	29.7	29.2	31.9	No	errors
9/15/2023	11:08:56	54.61	-185.01	-185	29.5	29.1	31.8	No	errors
9/15/2023	11:19:01	54.42	-185.01	-185	29.4	28.9	31.7	No	errors
9/15/2023	11:29:07	54.51	-185	-185	29.4	28.9	31.6	No	errors
9/15/2023	11:39:12	54.23	-185.01	-185	29.3	28.7	31.5	No	errors
9/15/2023	11:49:17	54.26	-185	-185	29.4	28.8	31.5	No	errors
9/15/2023	11:59:22	54.41	-185	-185	29.5	28.8	31.6	No	errors
9/15/2023	12:09:27	54.54	-184.99	-185	29.6	28.9	31.7	No	errors
9/15/2023	12:19:32	54.67	-184.99	-185	29.6	29	31.8	No	errors
9/15/2023	12:29:37	54.73	-184.99	-185	29.7	29	31.8	No	errors
9/15/2023	12:39:42	54.73	-185	-185	29.7	29.1	31.8	No	errors
9/15/2023	12:49:47	54.49	-185.01	-185	29.7	29.1	31.9	No	errors
9/15/2023	12:59:52	54.58	-185.01	-185	29.7	29.1	31.9	No	errors
9/15/2023	13:09:57	54.68	-185	-185	29.6	29	31.8	No	errors
9/15/2023	13:20:02	54.51	-185.01	-185	29.6	29	31.8	No	errors
9/15/2023	13:30:07	54.64	-185	-185	29.5	29	31.7	No	errors
9/15/2023	13:40:12	54.48	-185.01	-185	29.6	29	31.7	No	errors
9/15/2023	13:50:17	54.75	-185	-185	29.7	29.1	31.8	No	errors
9/15/2023	14:00:22	54.45	-185.01	-185	29.7	29.1	31.8	No	errors
9/15/2023	14:10:27	54.73	-185	-185	29.7	29.1	31.8	No	errors
9/15/2023	14:20:32	54.75	-185	-185	29.8	29.2	31.9	No	errors
9/15/2023	14:30:37	54.83	-185	-185	29.9	29.2	31.9	No	errors
9/15/2023	14:40:42	54.73	-185	-185	29.8	29.2	31.9	No	errors
9/15/2023	14:50:47	54.84	-185	-185	29.8	29.3	31.9	No	errors
9/15/2023	15:00:52	54.86	-185	-185	29.8	29.2	31.9	No	errors
9/15/2023	15:10:57	54.7	-185.01	-185	29.7	29.2	31.9	No	errors
9/15/2023	15:21:02	54.67	-185	-185	29.6	29.1	31.8	No	errors
9/15/2023	15:31:07	55.64	-184.98	-185	30.8	29.8	32.7	No	errors
9/15/2023	15:41:12	55.59	-185	-185	30.6	29.9	32.8	No	errors
9/15/2023	15:51:17	55.3	-185.01	-185	30.5	29.9	32.8	No	errors
9/15/2023	16:01:22	55.41	-185	-185	30.5	29.9	32.7	No	errors
9/15/2023	16:11:27	55.44	-185	-185	30.5	29.9	32.8	No	errors
9/15/2023	16:21:32	55.33	-185.01	-185	30.5	29.9	32.9	No	errors
9/15/2023	16:31:37	55.32	-185.01	-185	30.4	29.9	32.9	No	errors
9/15/2023	16:41:42	55.42	-185	-185	30.4	29.9	32.9	No	errors
9/15/2023	16:51:47	55.52	-184.99	-185	30.5	29.9	33	No	errors
9/15/2023	17:01:52	55.53	-185	-185	30.5	30	33	No	errors
9/15/2023	17:11:57	55.41	-185.01	-185	30.5	30	33	No	errors
9/15/2023	17:22:03	55.45	-185	-185	30.6	30.1	33	No	errors
9/15/2023	17:32:08	55.62	-185	-185	30.6	30.1	33.1	No	errors
9/15/2023	17:42:13	55.4	-185.01	-185	30.6	30	33	No	errors
9/15/2023	17:52:18	55.49	-185	-185	30.5	30	33	No	errors
9/15/2023	18:02:23	55.61	-185	-185	30.6	30	32.9	No	errors
9/15/2023	18:12:28	55.68	-184.99	-185	30.8	30.2	32.9	No	errors
9/15/2023	18:22:33	57.02	-184.97	-185	31.1	30.4	32.8	No	errors
9/15/2023	18:32:38	57.95	-184.99	-185	31.3	30.6	32.8	No	errors
9/15/2023	18:42:43	57.87	-185.01	-185	31.3	30.7	32.7	No	errors
9/15/2023	18:52:48	57.97	-185	-185	31.3	30.8	32.6	No	errors
9/15/2023	19:02:53	58.08	-185	-185	31.3	30.8	32.5	No	errors
9/15/2023	19:12:58	58.05	-185.01	-185	31.3	30.8	32.5	No	errors
9/15/2023	19:23:03	57.98	-185	-185	31.2	30.7	32.4	No	errors
9/15/2023	19:33:08	57.86	-185.01	-185	31.2	30.7	32.4	No	errors
9/15/2023	19:43:13	58.14	-185.01	-185	31.3	30.8	32.4	No	errors
9/15/2023	19:53:18	58.22	-185	-185	31.5	30.9	32.6	No	errors
9/3/2024	22:03:33	139.9	26.02	-185	22	20.9	21.2	No	errors
9/3/2024	22:13:38	0	24.86	-185	23.4	22	25.5	No	errors
9/3/2024	22:23:43	143.04	2.19	-185	29.3	25.2	27.6	No	errors
9/3/2024	22:33:48	146.58	-30.85	-185	38	32.5	30	No	errors
9/3/2024	22:43:53	149.05	-56.96	-185	40.7	37	31.3	No	errors
9/3/2024	22:53:58	151.33	-79.26	-185	41.8	39.7	32	No	errors
9/3/2024	23:04:03	153.93	-98.68	-185	42.4	41.6	32.4	No	errors
9/3/2024	23:14:08	156.64	-115.71	-185	42.6	42.9	32.8	No	errors
9/3/2024	23:24:13	159.48	-130.69	-185	42.7	44	33.1	No	errors
9/3/2024	23:34:18	162.48	-143.78	-185	42.8	44.9	33.3	No	errors
9/3/2024	23:44:23	165.03	-155.28	-185	40.5	44.1	33.2	No	errors
9/3/2024	23:54:28	167.79	-165.38	-185	39.6	43.8	33.3	No	errors
9/4/2024	00:04:33	170.47	-174.01	-185	39.3	43.9	33.5	No	errors
9/4/2024	00:14:38	172.78	-181.22	-185	39	44.1	33.7	No	errors
9/4/2024	00:24:43	118.34	-186.26	-185	38.3	43.6	33.6	No	errors
9/4/2024	00:34:48	59.99	-185.54	-185	33	37.5	32.3	No	errors
9/4/2024	00:44:53	63.04	-184.92	-185	30.8	33.7	31.6	No	errors
9/4/2024	00:54:58	62.18	-185.04	-185	30.4	31.9	31.2	No	errors
9/4/2024	01:05:03	59.35	-185.05	-185	29.9	30.7	30.8	No	errors
9/4/2024	01:15:08	58.73	-185.01	-185	29.8	30	30.7	No	errors
9/4/2024	01:25:13	58.52	-185	-185	29.8	29.7	30.7	No	errors
9/4/2024	01:35:18	58.42	-185	-185	30	29.7	31	No	errors
9/4/2024	01:45:23	58.59	-185	-185	30.3	29.9	31.4	No	errors
9/4/2024	01:55:28	58.6	-185.01	-185	30.4	30	31.5	No	errors
9/4/2024	02:05:33	58.58	-185	-185	30.4	30	31.5	No	errors
9/4/2024	02:15:38	58.67	-184.99	-185	30.4	30.1	31.5	No	errors
9/4/2024	02:25:43	58.69	-185	-185	30.5	30.1	31.6	No	errors
9/4/2024	02:35:48	58.61	-185	-185	30.5	30.1	31.6	No	errors
9/4/2024	02:45:53	58.56	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	02:55:58	58.65	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	03:06:03	58.58	-185.01	-185	30.5	30.2	31.6	No	errors
9/4/2024	03:16:08	58.54	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	03:26:13	58.45	-185.01	-185	30.5	30.2	31.7	No	errors
9/4/2024	03:36:18	58.66	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	03:46:23	58.54	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	03:56:28	58.43	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	04:06:33	58.51	-185.01	-185	30.5	30.2	31.6	No	errors
9/4/2024	04:16:38	58.63	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	04:26:43	58.51	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	04:36:48	58.35	-185.01	-185	30.5	30.2	31.6	No	errors
9/4/2024	04:46:53	58.42	-185	-185	30.5	30.1	31.6	No	errors
9/4/2024	04:56:58	58.49	-185	-185	30.5	30.2	31.6	No	errors
9/4/2024	05:07:03	58.21	-185.01	-185	30.4	30.1	31.6	No	errors
9/4/2024	05:17:08	58.52	-184.99	-185	30.4	30.1	31.5	No	errors
9/4/2024	05:27:13	58.5	-185	-185	30.4	30.1	31.5	No	errors
9/4/2024	05:37:18	58.27	-185.01	-185	30.4	30.1	31.5	No	errors
9/4/2024	05:47:23	58.3	-185	-185	30.4	30.1	31.5	No	errors
9/4/2024	05:57:28	58.27	-185.01	-185	30.4	30.1	31.5	No	errors
9/4/2024	06:07:33	58.28	-185	-185	30.4	30	31.4	No	errors
9/4/2024	06:17:38	58.27	-185	-185	30.4	30	31.4	No	errors
9/4/2024	06:27:43	58.23	-185	-185	30.3	30	31.4	No	errors
9/4/2024	06:37:48	58.25	-185	-185	30.3	30	31.4	No	errors
9/4/2024	06:47:53	58.26	-185	-185	30.3	30	31.4	No	errors
9/4/2024	06:57:58	58.05	-185.01	-185	30.3	29.9	31.4	No	errors
9/4/2024	07:08:03	58.23	-185	-185	30.3	29.9	31.3	No	errors
9/4/2024	07:18:08	58.28	-185	-185	30.3	29.9	31.3	No	errors
9/4/2024	07:28:13	58.02	-185	-185	30.2	29.9	31.3	No	errors
9/4/2024	07:38:18	58.15	-185	-185	30.2	29.9	31.3	No	errors
9/4/2024	07:48:23	58.2	-185	-185	30.2	29.9	31.3	No	errors
9/4/2024	07:58:28	58.05	-185	-185	30.2	29.9	31.3	No	errors
9/4/2024	08:08:33	58.05	-185	-185	30.2	29.9	31.4	No	errors
9/4/2024	08:18:39	58.21	-184.99	-185	30.3	29.9	31.4	No	errors
9/4/2024	08:28:44	58.2	-185	-185	30.3	29.9	31.4	No	errors
9/4/2024	08:38:49	58.22	-185	-185	30.3	30	31.4	No	errors
9/4/2024	08:48:54	58.05	-185.01	-185	30.3	30	31.5	No	errors
9/4/2024	08:58:59	58.38	-185	-185	30.4	30	31.5	No	errors
9/4/2024	09:09:04	58.28	-185.01	-185	30.5	30.1	31.5	No	errors
9/4/2024	09:19:09	58.29	-185.01	-185	30.5	30.1	31.6	No	errors
9/4/2024	09:29:14	58.31	-185.01	-185	30.6	30.2	31.7	No	errors
9/4/2024	09:39:19	58.26	-185.01	-185	30.7	30.3	31.8	No	errors
9/4/2024	09:49:24	58.67	-184.99	-185	30.6	30.3	31.8	No	errors
9/4/2024	09:59:29	58.15	-185.01	-185	30.1	29.9	31.6	No	errors
9/4/2024	10:09:34	57.71	-185.01	-185	29.6	29.5	31.3	No	errors
9/4/2024	10:19:39	57.35	-185.01	-185	29.3	29.2	30.9	No	errors
9/4/2024	10:29:44	57.09	-185	-185	29.1	28.9	30.7	No	errors
9/4/2024	10:39:49	56.7	-185.01	-185	28.9	28.7	30.5	No	errors
9/4/2024	10:49:54	56.66	-185.01	-185	28.8	28.5	30.4	No	errors
9/4/2024	10:59:59	56.55	-185	-185	28.7	28.3	30.3	No	errors
9/4/2024	11:10:04	56.18	-185.01	-185	28.6	28.2	30.3	No	errors
9/4/2024	11:20:09	56.29	-185	-185	28.5	28.1	30.2	No	errors
9/4/2024	11:30:14	56.12	-185.01	-185	28.5	28.1	30.2	No	errors
9/4/2024	11:40:19	56.12	-185	-185	28.4	28	30.2	No	errors
9/4/2024	11:50:24	55.91	-185.01	-185	28.4	28	30.2	No	errors
9/4/2024	12:00:29	56.05	-185	-185	28.4	27.9	30.1	No	errors
9/4/2024	12:10:34	55.76	-185.01	-185	28.4	27.9	30.1	No	errors
9/4/2024	12:20:39	55.87	-185	-185	28.5	28	30.2	No	errors
9/4/2024	12:30:44	56.29	-184.99	-185	28.7	28.2	30.3	No	errors
9/4/2024	12:40:49	56.4	-185	-185	28.9	28.3	30.4	No	errors
9/4/2024	12:50:54	56.36	-185	-185	29	28.4	30.3	No	errors
9/4/2024	13:00:59	56.56	-185	-185	29	28.5	30.3	No	errors
9/4/2024	13:11:04	56.61	-185	-185	29	28.5	30.3	No	errors
9/4/2024	13:21:09	56.48	-185.01	-185	29	28.6	30.3	No	errors
9/4/2024	13:31:14	56.65	-184.99	-185	29.3	28.7	30.4	No	errors
9/4/2024	13:41:19	57.05	-184.99	-185	29.5	28.9	30.6	No	errors
9/4/2024	13:51:24	56.98	-185	-185	29.7	29.1	30.9	No	errors
9/4/2024	14:01:29	57.17	-185.01	-185	29.8	29.3	31	No	errors
9/4/2024	14:11:34	57.18	-185	-185	29.7	29.2	30.9	No	errors
9/4/2024	14:21:39	57.07	-185.01	-185	29.6	29.2	30.7	No	errors
9/4/2024	14:31:44	57.09	-185	-185	29.5	29.1	30.6	No	errors
9/4/2024	14:41:49	56.99	-185.01	-185	29.4	29	30.6	No	errors
9/4/2024	14:51:54	57.08	-185	-185	29.4	29	30.5	No	errors
9/4/2024	15:01:59	56.94	-185	-185	29.4	29	30.5	No	errors
9/4/2024	15:12:04	56.91	-185	-185	29.3	28.9	30.4	No	errors
9/4/2024	15:22:09	56.79	-185.01	-185	29.3	28.9	30.4	No	errors
9/4/2024	15:32:14	56.72	-185.01	-185	29.3	28.9	30.4	No	errors
9/4/2024	15:42:19	57.07	-184.99	-185	29.4	28.9	30.5	No	errors
9/4/2024	15:52:24	56.83	-185	-185	29.6	29	30.6	No	errors
9/4/2024	16:02:29	57.12	-185	-185	29.7	29.1	30.8	No	errors
9/4/2024	16:12:35	57.31	-185	-185	29.8	29.3	31	No	errors
9/4/2024	16:22:40	57.35	-185	-185	29.8	29.4	31.3	No	errors
9/4/2024	16:32:46	57.4	-184.99	-185	29.8	29.3	31.2	No	errors
9/4/2024	16:42:52	57.26	-185.01	-185	29.7	29.3	31.2	No	errors
9/4/2024	16:52:58	57.2	-185.01	-185	29.7	29.3	31.2	No	errors
9/4/2024	17:03:04	57.27	-185	-185	29.7	29.3	31.1	No	errors
9/4/2024	17:13:10	57.16	-185	-185	29.6	29.2	31.1	No	errors
9/4/2024	17:23:16	57.13	-185.01	-185	29.6	29.2	31.1	No	errors
9/4/2024	17:33:23	57.21	-185	-185	29.5	29.1	31	No	errors
9/4/2024	17:43:29	56.92	-185.01	-185	29.5	29.1	31.1	No	errors
9/4/2024	17:53:35	57.1	-185	-185	29.4	29	31.1	No	errors
9/4/2024	18:03:41	56.9	-185.01	-185	29.4	29	31	No	errors
9/4/2024	18:13:47	56.87	-185	-185	29.4	28.9	31.1	No	errors
9/4/2024	18:23:53	56.75	-185.01	-185	29.3	28.9	31.1	No	errors
9/4/2024	18:33:59	57.1	-185	-185	29.3	28.9	31.1	No	errors
9/4/2024	18:44:05	56.91	-185	-185	29.3	28.9	31.1	No	errors
9/4/2024	18:54:11	56.83	-185.01	-185	29.3	28.9	31.1	No	errors
9/4/2024	19:04:17	56.83	-185.01	-185	29.3	28.8	31.1	No	errors
9/4/2024	19:14:23	56.87	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	19:24:29	56.83	-185.01	-185	29.3	28.8	31.1	No	errors
9/4/2024	19:34:35	56.96	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	19:44:41	56.72	-185.01	-185	29.3	28.8	31.1	No	errors
9/4/2024	19:54:47	56.98	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	20:04:53	56.86	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	20:15:00	56.93	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	20:25:06	56.77	-185.01	-185	29.3	28.8	31.1	No	errors
9/4/2024	20:35:12	56.93	-185	-185	29.3	28.9	31.2	No	errors
9/4/2024	20:45:18	57.18	-184.99	-185	29.4	28.9	31.3	No	errors
9/4/2024	20:55:24	56.94	-185.01	-185	29.4	29	31.3	No	errors
9/4/2024	21:05:30	57.13	-185	-185	29.4	29	31.3	No	errors
9/4/2024	21:15:36	56.95	-185	-185	29.4	29	31.4	No	errors
9/4/2024	21:25:42	57.05	-185	-185	29.4	29	31.3	No	errors
9/4/2024	21:35:48	56.88	-185.01	-185	29.4	29	31.3	No	errors
9/4/2024	21:45:55	56.96	-185.01	-185	29.4	29	31.3	No	errors
9/4/2024	21:56:01	57.01	-185	-185	29.4	29	31.3	No	errors
9/4/2024	22:06:06	56.93	-185	-185	29.3	28.9	31.3	No	errors
9/4/2024	22:16:13	56.92	-185	-185	29.3	28.9	31.2	No	errors
9/4/2024	22:26:19	56.9	-185	-185	29.3	28.9	31.2	No	errors
9/4/2024	22:36:25	56.85	-185.01	-185	29.3	28.8	31.2	No	errors
9/4/2024	22:46:31	56.88	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	22:56:37	56.94	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	23:06:43	56.72	-185.01	-185	29.3	28.8	31.1	No	errors
9/4/2024	23:16:49	56.89	-185	-185	29.3	28.8	31.1	No	errors
9/4/2024	23:26:55	56.88	-185	-185	29.2	28.8	31.1	No	errors
9/4/2024	23:37:01	56.93	-185	-185	29.2	28.8	31	No	errors
9/4/2024	23:47:07	56.69	-185	-185	29.2	28.7	31.1	No	errors
9/4/2024	23:57:13	56.69	-185.01	-185	29.1	28.7	31	No	errors
9/5/2024	00:07:19	56.76	-185.01	-185	29.2	28.7	31	No	errors
9/5/2024	00:17:25	56.81	-184.99	-185	29.1	28.7	31	No	errors
9/5/2024	00:27:31	56.78	-185	-185	29.1	28.7	31	No	errors
9/5/2024	00:37:37	56.73	-185	-185	29.1	28.7	31	No	errors
9/5/2024	00:47:43	56.54	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	00:57:49	56.62	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	01:07:55	56.64	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	01:18:01	56.56	-185	-185	29.1	28.6	31	No	errors
9/5/2024	01:28:07	56.73	-185	-185	29	28.6	31	No	errors
9/5/2024	01:38:13	56.73	-185	-185	29.1	28.6	31	No	errors
9/5/2024	01:48:19	56.51	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	01:58:25	56.68	-185	-185	29.1	28.6	31	No	errors
9/5/2024	02:08:31	56.49	-185	-185	29.1	28.6	31	No	errors
9/5/2024	02:18:37	56.69	-185	-185	29	28.6	30.9	No	errors
9/5/2024	02:28:43	56.42	-185.01	-185	29	28.6	31	No	errors
9/5/2024	02:38:49	56.53	-185	-185	29	28.6	31	No	errors
9/5/2024	02:48:55	56.86	-184.99	-185	29	28.6	30.9	No	errors
9/5/2024	02:59:01	56.69	-185	-185	29	28.6	31	No	errors
9/5/2024	03:09:07	56.53	-185.01	-185	29	28.6	31	No	errors
9/5/2024	03:19:13	56.7	-185	-185	29	28.6	30.9	No	errors
9/5/2024	03:29:19	56.63	-185	-185	29.1	28.6	31	No	errors
9/5/2024	03:39:26	56.43	-185.01	-185	29	28.6	31	No	errors
9/5/2024	03:49:32	56.64	-185	-185	29	28.6	31	No	errors
9/5/2024	03:59:38	56.75	-184.99	-185	29	28.6	31	No	errors
9/5/2024	04:09:44	56.5	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	04:19:50	56.5	-185.01	-185	29.1	28.6	31	No	errors
9/5/2024	04:29:56	56.69	-184.99	-185	29.1	28.6	31	No	errors
9/5/2024	04:40:02	56.73	-185	-185	29.1	28.6	31	No	errors
9/5/2024	04:50:08	56.86	-184.99	-185	29.1	28.6	31	No	errors
9/5/2024	05:00:14	56.78	-185	-185	29.1	28.6	31	No	errors
9/5/2024	05:10:20	56.66	-185.01	-185	29.1	28.7	31	No	errors
9/5/2024	05:20:27	56.47	-185.01	-185	29.1	28.7	31.1	No	errors
9/5/2024	05:30:33	56.9	-184.99	-185	29.1	28.7	31	No	errors
9/5/2024	05:40:39	56.74	-185.01	-185	29.2	28.7	31	No	errors
9/5/2024	05:50:45	56.7	-185	-185	29.2	28.7	31	No	errors
9/5/2024	06:00:51	56.67	-185	-185	29.2	28.7	31	No	errors
9/5/2024	06:10:56	56.64	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	06:21:02	56.94	-184.99	-185	29.2	28.7	31.1	No	errors
9/5/2024	06:31:09	56.66	-185	-185	29.2	28.7	31.1	No	errors
9/5/2024	06:41:15	56.61	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	06:51:21	56.72	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	07:01:27	56.79	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	07:11:33	56.7	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	07:21:39	56.74	-185.01	-185	29.2	28.7	31.1	No	errors
9/5/2024	07:31:45	56.76	-185	-185	29.2	28.7	31.1	No	errors
9/5/2024	07:41:51	56.75	-185	-185	29.2	28.8	31.1	No	errors
9/5/2024	07:51:58	56.97	-185	-185	29.2	28.8	31.1	No	errors
9/5/2024	08:02:04	56.84	-185	-185	29.2	28.8	31.2	No	errors
9/5/2024	08:12:10	56.84	-185	-185	29.2	28.8	31.2	No	errors
9/5/2024	08:22:16	56.74	-185	-185	29.3	28.8	31.2	No	errors
9/5/2024	08:32:22	56.82	-185.01	-185	29.3	28.8	31.2	No	errors
9/5/2024	08:42:28	56.78	-185.01	-185	29.3	28.8	31.2	No	errors
9/5/2024	08:52:34	56.98	-184.99	-185	29.3	28.9	31.2	No	errors
9/5/2024	09:02:40	56.86	-185.01	-185	29.4	28.9	31.3	No	errors
